payroll_id,employee_id,company_id,department_id,pay_period_start,pay_period_end,pay_date,gross_salary,bonus,overtime_pay,commission,allowances,tax_deduction,social_security,health_insurance,retirement_contribution,other_deductions,payment_method,status,net_salary
811,10131,1,18,15-11-2025 00:00,15-12-2025 00:00,15-12-2025 00:00,7736.57,0,544.33,0,673.68,1547.31,479.67,284.43,386.83,151.55,Bank Transfer,Pending,6104.79
812,10230,1,17,10-06-2025 00:00,10-07-2025 00:00,10-07-2025 00:00,4100.79,0,200.73,0,397.99,820.16,254.25,743.25,205.04,87.54,Bank Transfer,Paid,2589.27
813,11322,2,8,17-12-2025 00:00,16-01-2026 00:00,16-01-2026 00:00,11858.5,0,706.48,0,866.05,2371.7,735.23,589.24,592.93,491.21,Check,Paid,8650.72
814,10418,1,17,04-02-2025 00:00,06-03-2025 00:00,06-03-2025 00:00,5072.3,726.72,0,781.3,287.7,1014.46,314.48,662.79,253.62,277.4,Cash,Pending,4345.27
815,11655,2,5,01-11-2025 00:00,01-12-2025 00:00,01-12-2025 00:00,6990.1,0,0,0,405.52,1398.02,433.39,694.08,349.51,35.22,Bank Transfer,Paid,4485.4
816,11590,1,6,06-09-2025 00:00,06-10-2025 00:00,06-10-2025 00:00,4928.35,0,742.88,671.51,560.62,985.67,305.56,539.58,246.42,203.14,Cash,Paid,4622.99
817,11296,1,13,20-04-2025 00:00,20-05-2025 00:00,20-05-2025 00:00,3485.56,0,0,0,10.53,697.11,216.1,528.15,174.28,414.51,Check,Pending,1465.94
818,11249,2,11,20-07-2025 00:00,19-08-2025 00:00,19-08-2025 00:00,12429.2,0,0,1097.45,121.38,2485.84,770.61,306.17,621.46,1.52,Cash,Pending,9462.43
819,11549,2,3,26-05-2025 00:00,25-06-2025 00:00,25-06-2025 00:00,3073.52,0,1750.05,0,198.3,614.7,190.56,554.51,153.68,97.63,Bank Transfer,Processing,3410.79
820,11464,1,10,08-08-2025 00:00,07-09-2025 00:00,07-09-2025 00:00,5986.73,0,0,0,54.29,1197.35,371.18,469.69,299.34,173.78,Bank Transfer,Processing,3529.68
821,10609,2,8,29-01-2025 00:00,28-02-2025 00:00,28-02-2025 00:00,3977.74,0,721.14,1972.51,331.54,795.55,246.62,341.04,198.89,375.08,Cash,Processing,5045.75
822,10441,1,7,06-04-2025 00:00,06-05-2025 00:00,06-05-2025 00:00,3881.68,0,0,0,567.54,776.34,240.66,281.04,194.08,170.42,Check,Paid,2786.68
823,11452,1,20,11-10-2025 00:00,10-11-2025 00:00,10-11-2025 00:00,3411.15,0,0,119.53,380.4,682.23,211.49,203.38,170.56,196.78,Bank Transfer,Paid,2446.64
824,10992,1,6,24-07-2025 00:00,23-08-2025 00:00,23-08-2025 00:00,11908.36,0,698.26,2956.38,722.81,2381.67,738.32,291.7,595.42,186.59,Bank Transfer,Processing,12092.11
825,10083,1,5,22-11-2025 00:00,22-12-2025 00:00,22-12-2025 00:00,8897.52,0,1264.7,0,376.43,1779.5,551.65,454.94,444.88,251.74,Cash,Pending,7055.94
826,10134,1,16,15-03-2025 00:00,14-04-2025 00:00,14-04-2025 00:00,4121.65,0,0,0,899.7,824.33,255.54,503.48,206.08,255.56,Bank Transfer,Pending,2976.36
827,10750,2,2,11-11-2025 00:00,11-12-2025 00:00,11-12-2025 00:00,10864.06,363.57,0,0,131.11,2172.81,673.57,306.2,543.2,144.01,Cash,Processing,7518.95
828,10110,2,6,01-01-2025 00:00,31-01-2025 00:00,31-01-2025 00:00,7295.77,1485.41,1512.91,0,660.75,1459.15,452.34,227.33,364.79,330.73,Cash,Paid,8120.5
829,11300,2,13,05-03-2025 00:00,04-04-2025 00:00,04-04-2025 00:00,3378.79,0,921.96,0,311.94,675.76,209.48,442.28,168.94,113.73,Check,Processing,3002.5
830,11396,1,19,03-07-2025 00:00,02-08-2025 00:00,02-08-2025 00:00,3255.43,0,0,0,986.14,651.09,201.84,281.5,162.77,229.11,Check,Pending,2715.26
831,10206,2,16,27-06-2025 00:00,27-07-2025 00:00,27-07-2025 00:00,4957.09,0,1825.41,0,542.81,991.42,307.34,210.61,247.85,308.58,Check,Pending,5259.51
832,10580,1,4,27-10-2025 00:00,26-11-2025 00:00,26-11-2025 00:00,11119.68,0,0,0,13.57,2223.94,689.42,567.06,555.98,297.17,Check,Processing,6799.68
833,11409,2,10,05-06-2025 00:00,05-07-2025 00:00,05-07-2025 00:00,12493.04,0,0,0,626.24,2498.61,774.57,390.54,624.65,415.1,Bank Transfer,Processing,8415.81
834,11119,2,6,28-04-2025 00:00,28-05-2025 00:00,28-05-2025 00:00,12437.55,4271.59,1789.68,0,857.89,2487.51,771.13,559.11,621.88,192.52,Check,Pending,14724.56
835,10397,2,7,20-09-2025 00:00,20-10-2025 00:00,20-10-2025 00:00,6350.22,0,0,0,738.8,1270.04,393.71,505.43,317.51,342.43,Bank Transfer,Pending,4259.9
836,11241,2,11,12-11-2025 00:00,12-12-2025 00:00,12-12-2025 00:00,8978.52,4300.86,1307.53,0,611.04,1795.7,556.67,240.39,448.93,454.32,Check,Processing,11701.94
837,10383,2,15,08-04-2025 00:00,08-05-2025 00:00,08-05-2025 00:00,11832.85,0,0,0,154.47,2366.57,733.64,587.89,591.64,270.34,Bank Transfer,Paid,7437.24
838,10225,1,13,08-07-2025 00:00,07-08-2025 00:00,07-08-2025 00:00,11799.32,0,1698.16,0,642.96,2359.86,731.56,423,589.97,399.16,Check,Processing,9636.89
839,10185,1,16,13-04-2025 00:00,13-05-2025 00:00,13-05-2025 00:00,2611.99,0,635.53,0,113.83,522.4,161.94,542.55,130.6,138.63,Cash,Processing,1865.23
840,11634,1,14,21-01-2025 00:00,20-02-2025 00:00,20-02-2025 00:00,9769.64,1839.05,1438.06,0,69.03,1953.93,605.72,465.91,488.48,3.88,Cash,Paid,9597.86
841,10413,2,13,06-09-2025 00:00,06-10-2025 00:00,06-10-2025 00:00,10458.14,0,0,0,101.1,2091.63,648.4,587.9,522.91,443.72,Cash,Paid,6264.68
842,10776,1,13,20-06-2025 00:00,20-07-2025 00:00,20-07-2025 00:00,7341.94,0,0,0,642.92,1468.39,455.2,303.15,367.1,341.81,Cash,Paid,5049.21
843,11410,2,12,05-10-2025 00:00,04-11-2025 00:00,04-11-2025 00:00,10407.57,0,943.22,0,516.64,2081.51,645.27,275.15,520.38,171.56,Check,Pending,8173.56
844,10397,2,11,01-07-2025 00:00,31-07-2025 00:00,31-07-2025 00:00,7453.89,0,0,2392.44,886.29,1490.78,462.14,309.41,372.69,247.92,Cash,Processing,7849.68
845,11243,2,16,13-12-2025 00:00,12-01-2026 00:00,12-01-2026 00:00,5888.83,0,820.65,0,141.4,1177.77,365.11,240.07,294.44,71.04,Check,Processing,4702.45
846,10412,2,18,14-03-2025 00:00,13-04-2025 00:00,13-04-2025 00:00,4567.51,0,0,0,218.04,913.5,283.19,248.82,228.38,484.2,Check,Pending,2627.46
847,11410,2,3,18-04-2025 00:00,18-05-2025 00:00,18-05-2025 00:00,7316.12,0,0,0,787.76,1463.22,453.6,665.63,365.81,182.46,Check,Pending,4973.16
848,10867,2,20,29-12-2025 00:00,28-01-2026 00:00,28-01-2026 00:00,7358.1,0,198.36,0,645.93,1471.62,456.2,268.87,367.91,152.58,Bank Transfer,Processing,5485.21
849,11139,2,9,12-12-2025 00:00,11-01-2026 00:00,11-01-2026 00:00,5194.71,4530.37,0,0,602.64,1038.94,322.07,506.28,259.74,486.99,Check,Paid,7713.7
850,10900,2,11,12-07-2025 00:00,11-08-2025 00:00,11-08-2025 00:00,10756.66,0,0,0,668.36,2151.33,666.91,746.39,537.83,387.53,Bank Transfer,Pending,6935.03
851,10530,1,13,28-07-2025 00:00,27-08-2025 00:00,27-08-2025 00:00,4720.25,0,0,0,621.95,944.05,292.66,769.35,236.01,321.64,Check,Paid,2778.49
852,10039,2,8,24-09-2025 00:00,24-10-2025 00:00,24-10-2025 00:00,2984.93,0,0,792.6,212.26,596.99,185.07,589.91,149.25,344.5,Check,Paid,2124.07
853,11381,1,4,27-08-2025 00:00,26-09-2025 00:00,26-09-2025 00:00,6598.44,0,0,0,1.8,1319.69,409.1,448.14,329.92,173.67,Check,Pending,3919.72
854,10873,2,5,23-06-2025 00:00,23-07-2025 00:00,23-07-2025 00:00,3526.71,0,0,1514.85,28.27,705.34,218.66,471.96,176.34,343.9,Check,Pending,3153.63
855,10898,2,14,15-05-2025 00:00,14-06-2025 00:00,14-06-2025 00:00,8261.84,0,0,1321.75,154,1652.37,512.23,406.85,413.09,499.36,Cash,Pending,6253.69
856,10637,1,20,15-04-2025 00:00,15-05-2025 00:00,15-05-2025 00:00,6918.65,480.63,0,0,309.56,1383.73,428.96,236.03,345.93,238.02,Cash,Pending,5076.17
857,10626,1,9,14-06-2025 00:00,14-07-2025 00:00,14-07-2025 00:00,6336.4,0,1154.08,0,836.19,1267.28,392.86,482.08,316.82,485.19,Check,Pending,5382.44
858,10722,1,10,16-11-2025 00:00,16-12-2025 00:00,16-12-2025 00:00,7006.31,581.2,535.13,0,140.56,1401.26,434.39,684.95,350.32,198.96,Bank Transfer,Paid,5193.32
859,10611,1,3,12-11-2025 00:00,12-12-2025 00:00,12-12-2025 00:00,3864.32,0,561.35,2143.99,67.35,772.86,239.59,222.24,193.22,96.7,Cash,Paid,5112.4
860,11128,2,4,12-11-2025 00:00,12-12-2025 00:00,12-12-2025 00:00,9376.52,0,708.75,0,827.04,1875.3,581.34,419.93,468.83,187.13,Cash,Paid,7379.78
861,10762,2,13,19-03-2025 00:00,18-04-2025 00:00,18-04-2025 00:00,7638.12,0,253.91,0,883.37,1527.62,473.56,312.29,381.91,414.35,Check,Paid,5665.67
862,10861,2,18,14-08-2025 00:00,13-09-2025 00:00,13-09-2025 00:00,4516.41,0,894.54,1238.54,348.95,903.28,280.02,624.01,225.82,163.85,Check,Paid,4801.46
863,11554,2,9,07-08-2025 00:00,06-09-2025 00:00,06-09-2025 00:00,6646.62,1148.65,0,0,490.44,1329.32,412.09,349.42,332.33,262.6,Cash,Processing,5599.95
864,11179,1,16,12-08-2025 00:00,11-09-2025 00:00,11-09-2025 00:00,6969.42,4662.49,0,0,57.37,1393.88,432.1,511.85,348.47,466.87,Check,Paid,8536.11
865,11661,1,15,11-08-2025 00:00,10-09-2025 00:00,10-09-2025 00:00,4392.76,0,1278.81,0,209.83,878.55,272.35,362.91,219.64,461.61,Check,Processing,3686.34
866,10130,2,12,19-02-2025 00:00,21-03-2025 00:00,21-03-2025 00:00,4663.61,0,1248.14,0,928.21,932.72,289.14,599.56,233.18,91.14,Cash,Paid,4694.22
867,10097,1,20,22-05-2025 00:00,21-06-2025 00:00,21-06-2025 00:00,3477.12,0,1713.51,0,558.31,695.42,215.58,677.73,173.86,470.82,Check,Paid,3515.53
868,11631,1,12,11-10-2025 00:00,10-11-2025 00:00,10-11-2025 00:00,6766.75,894.59,0,0,478.91,1353.35,419.54,646.39,338.34,170.54,Bank Transfer,Paid,5212.09
869,11007,2,11,13-02-2025 00:00,15-03-2025 00:00,15-03-2025 00:00,11511.93,0,0,2657.44,830.84,2302.39,713.74,617.89,575.6,345.05,Check,Paid,10445.54
870,10492,1,11,20-08-2025 00:00,19-09-2025 00:00,19-09-2025 00:00,8410.79,0,0,0,72.44,1682.16,521.47,216.22,420.54,307.54,Check,Pending,5335.3
871,11612,1,16,04-03-2025 00:00,03-04-2025 00:00,03-04-2025 00:00,9862.27,0,0,763.94,397.16,1972.45,611.46,690.52,493.11,294.3,Check,Pending,6961.53
872,10793,2,19,12-09-2025 00:00,12-10-2025 00:00,12-10-2025 00:00,5339.68,0,0,0,263.87,1067.94,331.06,680.49,266.98,206.88,Check,Paid,3050.2
873,11094,2,11,12-09-2025 00:00,12-10-2025 00:00,12-10-2025 00:00,5856.31,3768.39,0,0,12.5,1171.26,363.09,287.83,292.82,284.59,Cash,Processing,7237.61
874,10467,1,13,31-01-2025 00:00,02-03-2025 00:00,02-03-2025 00:00,12005.03,0,0,0,593.57,2401.01,744.31,798.88,600.25,220.78,Check,Paid,7833.37
875,10864,2,5,17-06-2025 00:00,17-07-2025 00:00,17-07-2025 00:00,6523.36,4270.7,0,0,668.43,1304.67,404.45,521.78,326.17,151.86,Bank Transfer,Pending,8753.56
876,11046,1,14,09-09-2025 00:00,09-10-2025 00:00,09-10-2025 00:00,8037.76,0,0,0,789.56,1607.55,498.34,234.12,401.89,232.06,Bank Transfer,Processing,5853.36
877,11686,1,16,22-02-2025 00:00,24-03-2025 00:00,24-03-2025 00:00,11795.62,0,0,0,656.51,2359.12,731.33,394.22,589.78,315.89,Bank Transfer,Paid,8061.79
878,11154,1,18,09-11-2025 00:00,09-12-2025 00:00,09-12-2025 00:00,10432.93,2896.9,912.66,0,619.48,2086.59,646.84,237.69,521.65,158.55,Check,Pending,11210.65
879,11235,1,16,24-06-2025 00:00,24-07-2025 00:00,24-07-2025 00:00,12258.05,0,1857.12,2371.41,419.41,2451.61,760,587.73,612.9,420.98,Cash,Processing,12072.77
880,10819,2,19,27-06-2025 00:00,27-07-2025 00:00,27-07-2025 00:00,6533.68,0,0,0,351.72,1306.74,405.09,739.68,326.68,226.45,Check,Paid,3880.76
881,11515,1,19,17-10-2025 00:00,16-11-2025 00:00,16-11-2025 00:00,3929.46,4869.93,1389.04,0,771.62,785.89,243.63,441.25,196.47,153.23,Cash,Paid,9139.58
882,11330,1,1,24-08-2025 00:00,23-09-2025 00:00,23-09-2025 00:00,11974.54,91.55,0,0,637.12,2394.91,742.42,314.44,598.73,263.78,Bank Transfer,Processing,8388.93
883,10048,1,17,04-04-2025 00:00,04-05-2025 00:00,04-05-2025 00:00,8083.76,0,0,0,331.7,1616.75,501.19,355.62,404.19,43.16,Check,Paid,5494.55
884,10357,2,5,02-07-2025 00:00,01-08-2025 00:00,01-08-2025 00:00,5121.48,0,0,0,739,1024.3,317.53,306.21,256.07,262.78,Cash,Pending,3693.59
885,10463,1,10,31-05-2025 00:00,30-06-2025 00:00,30-06-2025 00:00,11452.84,0,538.78,0,313.43,2290.57,710.08,218.84,572.64,470.32,Cash,Paid,8042.6
886,11378,1,19,23-12-2025 00:00,22-01-2026 00:00,22-01-2026 00:00,8447.66,0,1732.23,609.32,236.42,1689.53,523.75,777.86,422.38,193.1,Bank Transfer,Processing,7419.01
887,10757,2,15,17-06-2025 00:00,17-07-2025 00:00,17-07-2025 00:00,3258.81,864.78,1862.9,1067.59,769.07,651.76,202.05,290.9,162.94,420.51,Cash,Paid,6094.99
888,10804,1,2,17-02-2025 00:00,19-03-2025 00:00,19-03-2025 00:00,8391.8,2617.8,0,0,467.43,1678.36,520.29,700.77,419.59,386.71,Bank Transfer,Pending,7771.31
889,10436,1,13,29-07-2025 00:00,28-08-2025 00:00,28-08-2025 00:00,7445.52,0,1811.14,0,61.84,1489.1,461.62,415.9,372.28,172.55,Bank Transfer,Pending,6407.05
890,11331,2,1,09-09-2025 00:00,09-10-2025 00:00,09-10-2025 00:00,5043.65,0,1627.08,0,866.68,1008.73,312.71,321.06,252.18,306.12,Check,Paid,5336.61
891,10289,2,16,22-07-2025 00:00,21-08-2025 00:00,21-08-2025 00:00,5087.75,0,925.85,0,280.1,1017.55,315.44,685.71,254.39,36.52,Check,Pending,3984.09
892,10656,1,3,09-10-2025 00:00,08-11-2025 00:00,08-11-2025 00:00,3237.05,1412.08,182.69,0,527.38,647.41,200.7,687.36,161.85,40.38,Bank Transfer,Pending,3621.5
893,11561,1,7,10-09-2025 00:00,10-10-2025 00:00,10-10-2025 00:00,4105.87,0,0,0,869.07,821.17,254.56,508.17,205.29,305.89,Check,Pending,2879.86
894,10426,2,17,01-05-2025 00:00,31-05-2025 00:00,31-05-2025 00:00,11709.04,0,0,0,975.29,2341.81,725.96,394.87,585.45,478.17,Bank Transfer,Paid,8158.07
895,10403,1,9,06-07-2025 00:00,05-08-2025 00:00,05-08-2025 00:00,4591.48,4082.79,1085.03,0,238.67,918.3,284.67,688.26,229.57,1.62,Bank Transfer,Paid,7875.55
896,11068,2,12,25-08-2025 00:00,24-09-2025 00:00,24-09-2025 00:00,10497.5,0,0,0,151.76,2099.5,650.85,273.7,524.88,100.94,Cash,Paid,6999.39
897,11390,2,11,23-02-2025 00:00,25-03-2025 00:00,25-03-2025 00:00,8810.56,0,1353.41,0,147.44,1762.11,546.25,760.73,440.53,131.65,Bank Transfer,Pending,6670.14
898,10914,1,3,26-10-2025 00:00,25-11-2025 00:00,25-11-2025 00:00,8965.03,0,0,0,582.35,1793.01,555.83,618.42,448.25,299.93,Cash,Pending,5831.94
899,10851,1,20,25-10-2025 00:00,24-11-2025 00:00,24-11-2025 00:00,12286.77,0,0,0,157.64,2457.35,761.78,610.06,614.34,366.91,Bank Transfer,Paid,7633.97
900,10965,2,14,27-10-2025 00:00,26-11-2025 00:00,26-11-2025 00:00,10824.69,1211.21,0,0,674.67,2164.94,671.13,319.92,541.23,223.65,Bank Transfer,Processing,8789.7
901,11322,1,19,05-11-2025 00:00,05-12-2025 00:00,05-12-2025 00:00,2763.13,0,0,0,359.77,552.63,171.31,645.78,138.16,468.2,Check,Processing,1146.82
902,10358,1,3,21-07-2025 00:00,20-08-2025 00:00,20-08-2025 00:00,2733.86,0,0,0,546.8,546.77,169.5,314.32,136.69,438.19,Check,Pending,1675.19
903,11444,1,7,04-03-2025 00:00,03-04-2025 00:00,03-04-2025 00:00,12310.26,0,658.86,221.3,848.29,2462.05,763.24,343.47,615.51,142.16,Check,Processing,9712.28
904,10478,2,20,18-11-2025 00:00,18-12-2025 00:00,18-12-2025 00:00,11047.42,3159.03,0,0,43.11,2209.48,684.94,330.18,552.37,468.48,Bank Transfer,Processing,10004.11
905,11140,2,16,29-04-2025 00:00,29-05-2025 00:00,29-05-2025 00:00,9736.15,0,157.64,0,723.88,1947.23,603.64,294.42,486.81,351.95,Check,Paid,6933.62
906,11184,1,19,19-08-2025 00:00,18-09-2025 00:00,18-09-2025 00:00,7605.5,3490.04,499.02,0,990.75,1521.1,471.54,570.33,380.28,89.29,Bank Transfer,Processing,9552.77
907,11175,2,19,17-12-2025 00:00,16-01-2026 00:00,16-01-2026 00:00,7410.37,0,1484.15,2122.22,44.79,1482.07,459.44,621.13,370.52,26.11,Bank Transfer,Paid,8102.26
908,11149,2,7,30-04-2025 00:00,30-05-2025 00:00,30-05-2025 00:00,5114.11,0,1153.97,2196.14,117.29,1022.82,317.07,285.02,255.71,325.06,Bank Transfer,Pending,6375.83
909,11278,2,9,11-10-2025 00:00,10-11-2025 00:00,10-11-2025 00:00,2961.74,1795.25,1580.85,918.92,468.59,592.35,183.63,280.47,148.09,36.52,Check,Pending,6484.29
910,11276,2,12,13-02-2025 00:00,15-03-2025 00:00,15-03-2025 00:00,11974.43,0,0,0,265.9,2394.89,742.41,203.77,598.72,70.72,Check,Processing,8229.82
911,10745,2,10,10-01-2025 00:00,09-02-2025 00:00,09-02-2025 00:00,4493.77,0,0,0,926.1,898.75,278.61,423.95,224.69,290.78,Check,Paid,3303.09
912,11392,2,14,17-10-2025 00:00,16-11-2025 00:00,16-11-2025 00:00,4522.59,3920.56,1.47,0,603.75,904.52,280.4,661.17,226.13,114.58,Bank Transfer,Processing,6861.57
913,10356,2,15,26-03-2025 00:00,25-04-2025 00:00,25-04-2025 00:00,10377.87,896.76,221.85,0,524.85,2075.57,643.43,563.29,518.89,169.55,Cash,Pending,8050.6
914,10772,2,18,16-10-2025 00:00,15-11-2025 00:00,15-11-2025 00:00,9517.62,3568.3,0,977.94,186.62,1903.52,590.09,750.19,475.88,223.99,Check,Pending,10306.81
915,11315,1,1,08-11-2025 00:00,08-12-2025 00:00,08-12-2025 00:00,9236.25,512.08,382.3,0,252.07,1847.25,572.65,442.84,461.81,444.87,Bank Transfer,Processing,6613.28
916,10798,2,9,23-01-2025 00:00,22-02-2025 00:00,22-02-2025 00:00,4999.61,0,789.47,0,147.42,999.92,309.98,658.5,249.98,446.63,Cash,Pending,3271.49
917,11529,1,6,29-11-2025 00:00,29-12-2025 00:00,29-12-2025 00:00,6271.68,0,1094,0,423.8,1254.34,388.84,738.49,313.58,269.17,Check,Pending,4825.06
918,10233,2,14,25-11-2025 00:00,25-12-2025 00:00,25-12-2025 00:00,2808.79,0,0,0,120.03,561.76,174.14,568.69,140.44,87.98,Cash,Paid,1395.81
919,11392,1,20,03-12-2025 00:00,02-01-2026 00:00,02-01-2026 00:00,6605.98,0,0,0,612.96,1321.2,409.57,361.32,330.3,433.08,Check,Paid,4363.47
920,11488,1,20,31-03-2025 00:00,30-04-2025 00:00,30-04-2025 00:00,10956.07,3273.81,1213.16,0,948.41,2191.21,679.28,433.4,547.8,116.22,Cash,Processing,12423.54
921,10760,1,10,17-12-2025 00:00,16-01-2026 00:00,16-01-2026 00:00,12277.7,2252.3,1231.16,0,18.56,2455.54,761.22,413.66,613.89,17.87,Check,Pending,11517.54
922,10944,2,14,18-05-2025 00:00,17-06-2025 00:00,17-06-2025 00:00,12460.78,0,0,0,581.69,2492.16,772.57,695.08,623.04,169.41,Cash,Paid,8290.21
923,10484,1,12,11-09-2025 00:00,11-10-2025 00:00,11-10-2025 00:00,4544.89,766.6,0,37.05,256.25,908.98,281.78,373.59,227.24,247.78,Cash,Processing,3565.42
924,11185,1,9,06-01-2025 00:00,05-02-2025 00:00,05-02-2025 00:00,8291.84,0,500.52,0,626.96,1658.37,514.09,752.12,414.59,105.67,Check,Paid,5974.48
925,10944,2,3,03-04-2025 00:00,03-05-2025 00:00,03-05-2025 00:00,10236.54,0,0,0,149.02,2047.31,634.67,514.54,511.83,21.68,Check,Paid,6655.53
926,11298,2,8,16-06-2025 00:00,16-07-2025 00:00,16-07-2025 00:00,7755.1,0,386.51,115.9,425.69,1551.02,480.82,517.8,387.76,329.09,Check,Pending,5416.71
927,11480,1,2,18-05-2025 00:00,17-06-2025 00:00,17-06-2025 00:00,7890.53,0,0,0,937.7,1578.11,489.21,440.85,394.53,72.83,Cash,Paid,5852.7
928,11663,2,5,27-04-2025 00:00,27-05-2025 00:00,27-05-2025 00:00,5446.4,0,119.07,0,327.04,1089.28,337.68,655.82,272.32,427.45,Check,Processing,3109.96
929,11099,2,9,09-10-2025 00:00,08-11-2025 00:00,08-11-2025 00:00,9716.26,0,936.34,1713.95,62.88,1943.25,602.41,422.73,485.81,326.61,Check,Processing,8648.62
930,10822,2,7,08-12-2025 00:00,07-01-2026 00:00,07-01-2026 00:00,5665.02,0,0,1862.5,357.96,1133,351.23,477.96,283.25,482.93,Bank Transfer,Paid,5157.11
931,11171,2,13,13-10-2025 00:00,12-11-2025 00:00,12-11-2025 00:00,4229.84,0,1410.53,0,253.53,845.97,262.25,410.79,211.49,53.86,Check,Pending,4109.54
932,10634,2,10,23-08-2025 00:00,22-09-2025 00:00,22-09-2025 00:00,6853.63,0,1608.05,0,468.95,1370.73,424.93,219.95,342.68,446.75,Cash,Paid,6125.59
933,11324,2,20,12-10-2025 00:00,11-11-2025 00:00,11-11-2025 00:00,10333.67,0,0,0,421.43,2066.73,640.69,413.42,516.68,145.57,Cash,Processing,6972.01
934,10201,1,20,31-05-2025 00:00,30-06-2025 00:00,30-06-2025 00:00,4536.94,0,0,2704.09,487.97,907.39,281.29,570.2,226.85,355.05,Bank Transfer,Paid,5388.22
935,11545,2,5,03-02-2025 00:00,05-03-2025 00:00,05-03-2025 00:00,4661.81,0,0,0,592.5,932.36,289.03,517.46,233.09,175.33,Bank Transfer,Processing,3107.04
936,11224,1,5,02-09-2025 00:00,02-10-2025 00:00,02-10-2025 00:00,12384.82,0,0,0,528.63,2476.96,767.86,241.21,619.24,282.82,Check,Processing,8525.36
937,10994,1,2,15-12-2025 00:00,14-01-2026 00:00,14-01-2026 00:00,10478.7,0,0,0,178.29,2095.74,649.68,684.59,523.94,27.85,Bank Transfer,Pending,6675.19
938,11595,2,7,28-05-2025 00:00,27-06-2025 00:00,27-06-2025 00:00,3529.18,0,0,0,990.47,705.84,218.81,714.55,176.46,316,Bank Transfer,Paid,2387.99
939,10748,2,19,18-01-2025 00:00,17-02-2025 00:00,17-02-2025 00:00,3934.87,0,0,0,938.28,786.97,243.96,386.15,196.74,53.68,Check,Paid,3205.65
940,10177,2,20,16-11-2025 00:00,16-12-2025 00:00,16-12-2025 00:00,6195.74,484.53,0,780.82,551.85,1239.15,384.14,694.89,309.79,473.75,Bank Transfer,Pending,4911.22
941,11353,2,14,07-09-2025 00:00,07-10-2025 00:00,07-10-2025 00:00,11353.3,0,1778.95,0,589.06,2270.66,703.9,608.04,567.66,327.19,Cash,Processing,9243.86
942,10547,2,17,12-12-2025 00:00,11-01-2026 00:00,11-01-2026 00:00,9161.68,0,385.87,0,858.81,1832.34,568.02,276.8,458.08,447.73,Check,Paid,6823.39
943,10501,1,11,20-12-2025 00:00,19-01-2026 00:00,19-01-2026 00:00,11443.96,3202.53,0,0,783.11,2288.79,709.53,381.08,572.2,467.82,Bank Transfer,Paid,11010.18
944,10038,2,7,14-12-2025 00:00,13-01-2026 00:00,13-01-2026 00:00,7358.19,0,0,0,124.69,1471.64,456.21,515.41,367.91,67.83,Bank Transfer,Processing,4603.88
945,11057,2,13,05-07-2025 00:00,04-08-2025 00:00,04-08-2025 00:00,4344.96,0,0,1787.47,64.64,868.99,269.39,472.15,217.25,437.95,Cash,Pending,3931.34
946,11125,1,7,04-02-2025 00:00,06-03-2025 00:00,06-03-2025 00:00,10805.27,0,0,42.51,539.71,2161.05,669.93,570.9,540.26,333.76,Check,Paid,7111.59
947,10376,1,19,19-05-2025 00:00,18-06-2025 00:00,18-06-2025 00:00,8495.58,0,1247.59,0,358,1699.12,526.73,418.08,424.78,378.7,Cash,Processing,6653.76
948,10763,2,1,02-02-2025 00:00,04-03-2025 00:00,04-03-2025 00:00,7778.18,0,1797.2,0,175.56,1555.64,482.25,482.03,388.91,342.46,Bank Transfer,Processing,6499.65
949,10865,2,13,09-08-2025 00:00,08-09-2025 00:00,08-09-2025 00:00,11257.73,0,1985.67,1134.47,817.07,2251.55,697.98,228.89,562.89,25.34,Check,Processing,11428.29
950,11389,1,7,24-11-2025 00:00,24-12-2025 00:00,24-12-2025 00:00,10306.42,0,0,0,872.57,2061.28,639,210.6,515.32,122.09,Cash,Processing,7630.7
951,11214,2,20,27-04-2025 00:00,27-05-2025 00:00,27-05-2025 00:00,6791.2,0,1889.31,0,627.16,1358.24,421.05,579.65,339.56,229.37,Bank Transfer,Processing,6379.8
952,10301,2,19,17-07-2025 00:00,16-08-2025 00:00,16-08-2025 00:00,4360.77,862.52,1878.59,0,439.21,872.15,270.37,438.6,218.04,433.77,Check,Paid,5308.16
953,11326,1,8,06-07-2025 00:00,05-08-2025 00:00,05-08-2025 00:00,6036.25,0,706.92,0,402.01,1207.25,374.25,413.61,301.81,231.41,Check,Pending,4616.85
954,10200,1,20,25-03-2025 00:00,24-04-2025 00:00,24-04-2025 00:00,9124.88,3982.36,1129.84,0,567.11,1824.98,565.74,565.89,456.24,480.87,Check,Paid,10910.47
955,11043,2,10,01-02-2025 00:00,03-03-2025 00:00,03-03-2025 00:00,3366.88,0,1250.39,0,413.03,673.38,208.75,467.74,168.34,256.27,Check,Processing,3255.82
956,10991,2,14,13-08-2025 00:00,12-09-2025 00:00,12-09-2025 00:00,2594.05,0,0,0,196.2,518.81,160.83,609.07,129.7,416.33,Cash,Paid,955.51
957,10552,2,2,05-06-2025 00:00,05-07-2025 00:00,05-07-2025 00:00,12163.52,0,0,0,393.31,2432.7,754.14,454.26,608.18,51.47,Bank Transfer,Paid,8256.08
958,11060,2,17,25-12-2025 00:00,24-01-2026 00:00,24-01-2026 00:00,10207.79,0,416.08,1165.5,22.83,2041.56,632.88,784.35,510.39,164.89,Cash,Processing,7678.13
